iteration = 1 , objective = -1.0, inputs = [0.9893617021276596, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [0.9893617021276596, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [0.9893617021276596, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 2 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 3 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 4 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 5 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 6 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 7 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 8 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 9 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 10 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 2 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 3 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 4 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 5 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 6 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 7 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 8 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 9 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 10 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 2 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 3 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 4 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 5 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 6 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 7 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 8 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 9 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -7.89542927211, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 2 , objective = -1.0000000205, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 3 , objective = -1.30759954108, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 4 , objective = -7.89542927211, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 5 , objective = -1.0000000205, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 6 , objective = -1.30759954108, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 7 , objective = -7.89542927211, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 8 , objective = -1.0000000205, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 9 , objective = -1.30759954108, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 10 , objective = -7.89542927211, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -0.615005381598, inputs = [1.0, 1.0, 1.0, 1.0], constraints = [1.0]
iteration = 4008 , objective = -0.07853106354, inputs = [1.0003001528356752, 1.0170527973944747, 0.99127895474934, 0.987076434580193], constraints = [-1.0]
iteration = 4009 , objective = -0.728805664461, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987576434580193], constraints = [-1.0]
iteration = 4010 , objective = -0.754836678035, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4011 , objective = -0.288168675945, inputs = [1.0008001528356751, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4012 , objective = -0.078556959588, inputs = [1.0003001528356752, 1.0175527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4013 , objective = -0.07853106354, inputs = [1.0003001528356752, 1.0170527973944747, 0.99127895474934, 0.987076434580193], constraints = [-1.0]
iteration = 4014 , objective = -0.728805664461, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987576434580193], constraints = [-1.0]
iteration = 4015 , objective = -0.0785310710197, inputs = [1.0003002184281073, 1.0170527996780143, 0.9907788793156005, 0.9870764580501377], constraints = [-1.0]
iteration = 4016 , objective = -0.709233128323, inputs = [1.0003001593949183, 1.0170527976228287, 0.9907789472059663, 0.9870764369271874], constraints = [-1.0]
iteration = 4017 , objective = -0.0785310636148, inputs = [1.0003001534915996, 1.01705279741731, 0.9907789539950028, 0.9870764348148925], constraints = [-1.0]
iteration = 4018 , objective = -0.0785310635474, inputs = [1.0003001529012676, 1.0170527973967582, 0.9907789546739064, 0.9870764346036629], constraints = [-1.0]
iteration = 4019 , objective = -0.0785310635407, inputs = [1.0003001528422344, 1.017052797394703, 0.9907789547417967, 0.98707643458254], constraints = [-1.0]
iteration = 4020 , objective = -0.579664065935, inputs = [1.0003001528363311, 1.0170527973944976, 0.9907789547485859, 0.9870764345804277], constraints = [-1.0]
iteration = 4021 , objective = -0.07853106354, inputs = [1.0003001528357407, 1.017052797394477, 0.9907789547492648, 0.9870764345802164], constraints = [-1.0]
iteration = 4022 , objective = -0.07853106354, inputs = [1.0003001528356819, 1.017052797394475, 0.9907789547493328, 0.9870764345801953], constraints = [-1.0]
iteration = 4023 , objective = -0.07853106354, inputs = [1.0003001528356759, 1.0170527973944747, 0.9907789547493394, 0.9870764345801932], constraints = [-1.0]
iteration = 4024 , objective = -0.754836678035, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4025 , objective = -0.288168675945, inputs = [1.0008001528356751, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4026 , objective = -0.078556959588, inputs = [1.0003001528356752, 1.0175527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4027 , objective = -0.07853106354, inputs = [1.0003001528356752, 1.0170527973944747, 0.99127895474934, 0.987076434580193], constraints = [-1.0]
iteration = 4028 , objective = -0.728805664461, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987576434580193], constraints = [-1.0]
iteration = 4029 , objective = -0.754836678035, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4030 , objective = -0.288168675945, inputs = [1.0008001528356751, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4031 , objective = -0.078556959588, inputs = [1.0003001528356752, 1.0175527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4032 , objective = -0.07853106354, inputs = [1.0003001528356752, 1.0170527973944747, 0.99127895474934, 0.987076434580193], constraints = [-1.0]
iteration = 4033 , objective = -0.728805664461, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987576434580193], constraints = [-1.0]
iteration = 4034 , objective = -0.754836678035, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4035 , objective = -0.288168675945, inputs = [1.0008001528356751, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4036 , objective = -0.078556959588, inputs = [1.0003001528356752, 1.0175527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4037 , objective = -0.07853106354, inputs = [1.0003001528356752, 1.0170527973944747, 0.99127895474934, 0.987076434580193], constraints = [-1.0]
iteration = 4038 , objective = -0.728805664461, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987576434580193], constraints = [-1.0]
iteration = 4039 , objective = -0.0785311009384, inputs = [1.0003004807978364, 1.0170528088121724, 0.9907785775806416, 0.9870765519299162], constraints = [-1.0]
iteration = 4040 , objective = -0.178547594255, inputs = [1.0003001856318914, 1.0170527985362445, 0.9907789170324703, 0.9870764463151653], constraints = [-1.0]
iteration = 4041 , objective = -0.078531063914, inputs = [1.0003001561152969, 1.0170527975086516, 0.9907789509776532, 0.9870764357536902], constraints = [-1.0]
iteration = 4042 , objective = -0.0785310635774, inputs = [1.0003001531636373, 1.0170527974058925, 0.9907789543721714, 0.9870764346975427], constraints = [-1.0]
iteration = 4043 , objective = -0.113394092677, inputs = [1.0003001528684714, 1.0170527973956165, 0.9907789547116235, 0.987076434591928], constraints = [-1.0]
iteration = 4044 , objective = -0.0785310635403, inputs = [1.0003001528389548, 1.0170527973945889, 0.9907789547455685, 0.9870764345813665], constraints = [-1.0]
iteration = 4045 , objective = -0.07853106354, inputs = [1.0003001528360032, 1.017052797394486, 0.990778954748963, 0.9870764345803102], constraints = [-1.0]
iteration = 4046 , objective = -0.07853106354, inputs = [1.000300152835708, 1.0170527973944758, 0.9907789547493023, 0.9870764345802048], constraints = [-1.0]
iteration = 4047 , objective = -0.726476389985, inputs = [1.0003001528356785, 1.017052797394475, 0.9907789547493364, 0.9870764345801942], constraints = [-1.0]
iteration = 4048 , objective = -0.07853106354, inputs = [1.0003001528356754, 1.0170527973944747, 0.99077895474934, 0.9870764345801931], constraints = [-1.0]
iteration = 4049 , objective = -0.754836678035, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4050 , objective = -0.288168675945, inputs = [1.0008001528356751, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4051 , objective = -0.078556959588, inputs = [1.0003001528356752, 1.0175527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4052 , objective = -0.07853106354, inputs = [1.0003001528356752, 1.0170527973944747, 0.99127895474934, 0.987076434580193], constraints = [-1.0]
iteration = 4053 , objective = -0.728805664461, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987576434580193], constraints = [-1.0]
iteration = 4054 , objective = -0.754836678035, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4055 , objective = -0.288168675945, inputs = [1.0008001528356751, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4056 , objective = -0.078556959588, inputs = [1.0003001528356752, 1.0175527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4057 , objective = -0.07853106354, inputs = [1.0003001528356752, 1.0170527973944747, 0.99127895474934, 0.987076434580193], constraints = [-1.0]
iteration = 4058 , objective = -0.728805664461, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987576434580193], constraints = [-1.0]
iteration = 4059 , objective = -0.754836678035, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4060 , objective = -0.288168675945, inputs = [1.0008001528356751, 1.0170527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4061 , objective = -0.078556959588, inputs = [1.0003001528356752, 1.0175527973944747, 0.9907789547493401, 0.987076434580193], constraints = [-1.0]
iteration = 4062 , objective = -0.07853106354, inputs = [1.0003001528356752, 1.0170527973944747, 0.99127895474934, 0.987076434580193], constraints = [-1.0]
iteration = 4063 , objective = -0.728805664461, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.987576434580193], constraints = [-1.0]
iteration = 4064 , objective = -0.0828301014906, inputs = [1.000301792646481, 1.017052854482963, 0.9907770689058469, 0.9870770213288086], constraints = [-1.0]
iteration = 4065 , objective = -0.0785310822392, inputs = [1.0003003168167557, 1.0170528031033235, 0.9907787661649908, 0.9870764932550545], constraints = [-1.0]
iteration = 4066 , objective = -0.0785310654099, inputs = [1.0003001692337832, 1.0170527979653596, 0.9907789358909053, 0.9870764404476791], constraints = [-1.0]
iteration = 4067 , objective = -0.710953919609, inputs = [1.000300154475486, 1.0170527974515633, 0.9907789528634968, 0.9870764351669417], constraints = [-1.0]
iteration = 4068 , objective = -0.0785310635587, inputs = [1.0003001529996562, 1.0170527974001835, 0.9907789545607558, 0.9870764346388679], constraints = [-1.0]
iteration = 4069 , objective = -0.728740445943, inputs = [1.0003001528520734, 1.0170527973950456, 0.9907789547304817, 0.9870764345860605], constraints = [-1.0]
iteration = 4070 , objective = -0.318881408771, inputs = [1.000300152837315, 1.0170527973945318, 0.9907789547474544, 0.9870764345807798], constraints = [-1.0]
iteration = 4071 , objective = -0.222314958895, inputs = [1.0003001528358393, 1.0170527973944805, 0.9907789547491516, 0.9870764345802516], constraints = [-1.0]
iteration = 4072 , objective = -0.07853106354, inputs = [1.0003001528356916, 1.0170527973944754, 0.9907789547493212, 0.9870764345801989], constraints = [-1.0]
iteration = 4073 , objective = -0.07853106354, inputs = [1.0003001528356767, 1.0170527973944747, 0.9907789547493383, 0.9870764345801936], constraints = [-1.0]
iteration = 4074 , objective = -0.07853106354, inputs = [1.0003001528356754, 1.0170527973944747, 0.99077895474934, 0.9870764345801931], constraints = [-1.0]
iteration = 4075 , objective = -0.078583238921, inputs = [1.0008001528356754, 1.0170527973944747, 0.99077895474934, 0.9870764345801931], constraints = [-1.0]
iteration = 4076 , objective = -0.078556959588, inputs = [1.0003001528356754, 1.0175527973944747, 0.99077895474934, 0.9870764345801931], constraints = [-1.0]
iteration = 4077 , objective = -0.72249310562, inputs = [1.0003001528356754, 1.0170527973944747, 0.9912789547493399, 0.9870764345801931], constraints = [-1.0]
iteration = 4078 , objective = -0.078542076847, inputs = [1.0003001528356754, 1.0170527973944747, 0.99077895474934, 0.9875764345801931], constraints = [-1.0]
iteration = 4079 , objective = -0.07853106354, inputs = [1.0003001528356754, 1.0170527973944747, 0.99077895474934, 0.9870764345801931], constraints = [-1.0]
iteration = 4080 , objective = -0.078583238921, inputs = [1.0008001528356754, 1.0170527973944747, 0.99077895474934, 0.9870764345801931], constraints = [-1.0]
iteration = 4081 , objective = -0.078556959588, inputs = [1.0003001528356754, 1.0175527973944747, 0.99077895474934, 0.9870764345801931], constraints = [-1.0]
iteration = 4082 , objective = -0.72249310562, inputs = [1.0003001528356754, 1.0170527973944747, 0.9912789547493399, 0.9870764345801931], constraints = [-1.0]
iteration = 4083 , objective = -0.078542076847, inputs = [1.0003001528356754, 1.0170527973944747, 0.99077895474934, 0.9875764345801931], constraints = [-1.0]
iteration = 4084 , objective = -0.07853106354, inputs = [1.0003001528356754, 1.0170527973944747, 0.99077895474934, 0.9870764345801931], constraints = [-1.0]
iteration = 4085 , objective = -0.078583238921, inputs = [1.0008001528356754, 1.0170527973944747, 0.99077895474934, 0.9870764345801931], constraints = [-1.0]
iteration = 4086 , objective = -0.078556959588, inputs = [1.0003001528356754, 1.0175527973944747, 0.99077895474934, 0.9870764345801931], constraints = [-1.0]
iteration = 4087 , objective = -0.72249310562, inputs = [1.0003001528356754, 1.0170527973944747, 0.9912789547493399, 0.9870764345801931], constraints = [-1.0]
iteration = 4088 , objective = -0.078542076847, inputs = [1.0003001528356754, 1.0170527973944747, 0.99077895474934, 0.9875764345801931], constraints = [-1.0]
iteration = 4089 , objective = -0.07853106354, inputs = [1.0003001528356752, 1.0170527973944747, 0.9907789547493401, 0.9870764345801931], constraints = [-1.0]
iteration = 4090 , objective = -0.0830052006598, inputs = [1.0003001528356754, 1.0170527973944747, 0.9907789547493401, 0.9870764345801931], constraints = [-1.0]
iteration = 4091 , objective = -0.078583238921, inputs = [1.0008001528356754, 1.0170527973944747, 0.9907789547493401, 0.9870764345801931], constraints = [-1.0]
iteration = 4092 , objective = -0.078556959588, inputs = [1.0003001528356754, 1.0175527973944747, 0.9907789547493401, 0.9870764345801931], constraints = [-1.0]
iteration = 4093 , objective = -0.07853106354, inputs = [1.0003001528356754, 1.0170527973944747, 0.99127895474934, 0.9870764345801931], constraints = [-1.0]
iteration = 4094 , objective = -0.078542076847, inputs = [1.0003001528356754, 1.0170527973944747, 0.9907789547493401, 0.9875764345801931], constraints = [-1.0]
iteration = 4095 , objective = -0.0830052006598, inputs = [1.0003001528356754, 1.0170527973944747, 0.9907789547493401, 0.9870764345801931], constraints = [-1.0]
iteration = 4096 , objective = -0.078583238921, inputs = [1.0008001528356754, 1.0170527973944747, 0.9907789547493401, 0.9870764345801931], constraints = [-1.0]
iteration = 4097 , objective = -0.078556959588, inputs = [1.0003001528356754, 1.0175527973944747, 0.9907789547493401, 0.9870764345801931], constraints = [-1.0]
iteration = 4098 , objective = -0.07853106354, inputs = [1.0003001528356754, 1.0170527973944747, 0.99127895474934, 0.9870764345801931], constraints = [-1.0]
iteration = 4099 , objective = -0.078542076847, inputs = [1.0003001528356754, 1.0170527973944747, 0.9907789547493401, 0.9875764345801931], constraints = [-1.0]
iteration = 4100 , objective = -0.0830052006598, inputs = [1.0003001528356754, 1.0170527973944747, 0.9907789547493401, 0.9870764345801931], constraints = [-1.0]
iteration = 4101 , objective = -0.078583238921, inputs = [1.0008001528356754, 1.0170527973944747, 0.9907789547493401, 0.9870764345801931], constraints = [-1.0]
iteration = 4102 , objective = -0.078556959588, inputs = [1.0003001528356754, 1.0175527973944747, 0.9907789547493401, 0.9870764345801931], constraints = [-1.0]
iteration = 4103 , objective = -0.07853106354, inputs = [1.0003001528356754, 1.0170527973944747, 0.99127895474934, 0.9870764345801931], constraints = [-1.0]
iteration = 4104 , objective = -0.078542076847, inputs = [1.0003001528356754, 1.0170527973944747, 0.9907789547493401, 0.9875764345801931], constraints = [-1.0]
iteration = 4105 , objective = -0.0830052006598, inputs = [1.0003001528356754, 1.0170527973944747, 0.9907789547493401, 0.9870764345801931], constraints = [-1.0]
iteration = 1 , objective = -0.615005381598, inputs = [1.0, 1.0, 1.0, 1.0], constraints = [-1.0]
iteration = 2 , objective = -0.57156590572, inputs = [1.0005, 1.0, 1.0, 1.0], constraints = [-1.0]
iteration = 3 , objective = -0.481930220206, inputs = [1.0, 1.0005, 1.0, 1.0], constraints = [-1.0]
iteration = 4 , objective = -0.0778938498275, inputs = [1.0, 1.0, 1.0005, 1.0], constraints = [-1.0]
iteration = 5 , objective = -0.51142981947, inputs = [1.0, 1.0, 1.0, 1.0005], constraints = [-1.0]
iteration = 6 , objective = -0.615005381598, inputs = [1.0, 1.0, 1.0, 1.0], constraints = [-1.0]
iteration = 7 , objective = -0.57156590572, inputs = [1.0005, 1.0, 1.0, 1.0], constraints = [-1.0]
iteration = 8 , objective = -0.481930220206, inputs = [1.0, 1.0005, 1.0, 1.0], constraints = [-1.0]
iteration = 9 , objective = -0.0778938498275, inputs = [1.0, 1.0, 1.0005, 1.0], constraints = [-1.0]
iteration = 10 , objective = -0.51142981947, inputs = [1.0, 1.0, 1.0, 1.0005], constraints = [-1.0]
iteration = 11 , objective = -0.615005381598, inputs = [1.0, 1.0, 1.0, 1.0], constraints = [-1.0]
iteration = 12 , objective = -0.57156590572, inputs = [1.0005, 1.0, 1.0, 1.0], constraints = [-1.0]
iteration = 13 , objective = -0.481930220206, inputs = [1.0, 1.0005, 1.0, 1.0], constraints = [-1.0]
iteration = 14 , objective = -0.0778938498275, inputs = [1.0, 1.0, 1.0005, 1.0], constraints = [-1.0]
iteration = 15 , objective = -0.51142981947, inputs = [1.0, 1.0, 1.0, 1.0005], constraints = [-1.0]
iteration = 16 , objective = -1.54628840599, inputs = [0.8510638375281162, 0.500000023080986, 0.6666667599861285, 0.611111129078381], constraints = [-1.0]
iteration = 17 , objective = -1.07404105541, inputs = [0.9254131095777999, 0.7496011521271649, 0.8330674737796802, 0.8052453405510587], constraints = [-1.0]
iteration = 18 , objective = -0.131338862514, inputs = [0.9626479944131054, 0.8746039805151294, 0.9164026732215136, 0.9024697626267386], constraints = [-1.0]
iteration = 19 , objective = -0.189788296204, inputs = [0.9813854005173287, 0.9375081299449398, 0.9583387630368772, 0.9513952121813214], constraints = [-1.0]
iteration = 20 , objective = -0.293818473806, inputs = [0.9907465479122254, 0.968934839239047, 0.9792898976679804, 0.9758382082979928], constraints = [-1.0]
iteration = 21 , objective = -0.172446330166, inputs = [0.9954138257987866, 0.9846035579492913, 0.989735707699283, 0.9880249895165895], constraints = [-1.0]
iteration = 22 , objective = -0.169825138266, inputs = [0.9977619303263875, 0.9924864803377712, 0.994990988062937, 0.9941561513740533], constraints = [-1.0]
iteration = 23 , objective = -0.0775360051177, inputs = [0.9989349342053192, 0.996424421954217, 0.9976162818601163, 0.9972189948533899], constraints = [-1.0]
iteration = 24 , objective = -0.077735247954, inputs = [0.9995281278338243, 0.9984158577186307, 0.9989439053926651, 0.9987678893367616], constraints = [-1.0]
iteration = 25 , objective = -0.550506879513, inputs = [0.9998171110386442, 0.9993860156261659, 0.999590677179809, 0.9995224565981479], constraints = [-1.0]
iteration = 26 , objective = -0.614093324969, inputs = [0.9999160936387762, 0.9997183143571119, 0.9998122096153127, 0.9997809111666512], constraints = [-1.0]
iteration = 27 , objective = -0.423492254181, inputs = [1.0004160936387763, 0.9997183143571119, 0.9998122096153127, 0.9997809111666512], constraints = [-1.0]
iteration = 28 , objective = -0.0778918647896, inputs = [0.9999160936387762, 1.000218314357112, 0.9998122096153127, 0.9997809111666512], constraints = [-1.0]
iteration = 29 , objective = -0.0778656408574, inputs = [0.9999160936387762, 0.9997183143571119, 1.0003122096153128, 0.9997809111666512], constraints = [-1.0]
iteration = 30 , objective = -0.559546842207, inputs = [0.9999160936387762, 0.9997183143571119, 0.9998122096153127, 1.0002809111666513], constraints = [-1.0]
iteration = 31 , objective = -0.614093324969, inputs = [0.9999160936387762, 0.9997183143571119, 0.9998122096153127, 0.9997809111666512], constraints = [-1.0]
iteration = 32 , objective = -0.423492254181, inputs = [1.0004160936387763, 0.9997183143571119, 0.9998122096153127, 0.9997809111666512], constraints = [-1.0]
iteration = 33 , objective = -0.0778918647896, inputs = [0.9999160936387762, 1.000218314357112, 0.9998122096153127, 0.9997809111666512], constraints = [-1.0]
iteration = 34 , objective = -0.0778656408574, inputs = [0.9999160936387762, 0.9997183143571119, 1.0003122096153128, 0.9997809111666512], constraints = [-1.0]
iteration = 35 , objective = -0.559546842207, inputs = [0.9999160936387762, 0.9997183143571119, 0.9998122096153127, 1.0002809111666513], constraints = [-1.0]
iteration = 36 , objective = -0.614093324969, inputs = [0.9999160936387762, 0.9997183143571119, 0.9998122096153127, 0.9997809111666512], constraints = [-1.0]
iteration = 37 , objective = -0.423492254181, inputs = [1.0004160936387763, 0.9997183143571119, 0.9998122096153127, 0.9997809111666512], constraints = [-1.0]
iteration = 38 , objective = -0.0778918647896, inputs = [0.9999160936387762, 1.000218314357112, 0.9998122096153127, 0.9997809111666512], constraints = [-1.0]
iteration = 39 , objective = -0.0778656408574, inputs = [0.9999160936387762, 0.9997183143571119, 1.0003122096153128, 0.9997809111666512], constraints = [-1.0]
iteration = 40 , objective = -0.559546842207, inputs = [0.9999160936387762, 0.9997183143571119, 0.9998122096153127, 1.0002809111666513], constraints = [-1.0]
iteration = 41 , objective = -1.54610482854, inputs = [0.851063829787234, 0.5, 0.6666666666666667, 0.6111111111111112], constraints = [-1.0]
iteration = 42 , objective = -1.07425149054, inputs = [0.9254199936300539, 0.7496242643286488, 0.8330828429076976, 0.8052633167000645], constraints = [-1.0]
iteration = 43 , objective = -0.130022238846, inputs = [0.9626334990212864, 0.8745553181416628, 0.9163702121273498, 0.9024319141101886], constraints = [-1.0]
iteration = 44 , objective = -0.18808934447, inputs = [0.9813110318701437, 0.9372584641340499, 0.9581723094611171, 0.9512010276598242], constraints = [-1.0]
iteration = 45 , objective = -0.0865722857434, inputs = [0.990645404375864, 0.968595286117437, 0.9790635241194616, 0.9755741114246813], constraints = [-1.0]
iteration = 46 , objective = -0.172614115699, inputs = [0.9953199790891344, 0.9842885012262218, 0.9895256675266971, 0.9877799453981809], constraints = [-1.0]
iteration = 47 , objective = -0.0771051685101, inputs = [0.9976506777034035, 0.9921129894312422, 0.994741992997398, 0.9938656584465302], constraints = [-1.0]
iteration = 48 , objective = -0.168767668075, inputs = [0.9988222777875675, 0.9960462182852085, 0.9973641455670544, 0.9969248364440596], constraints = [-1.0]
iteration = 49 , objective = -0.0781398570323, inputs = [0.9994006634817537, 0.9979879416871135, 0.9986586278351617, 0.9984350657566524], constraints = [-1.0]
iteration = 50 , objective = -0.0832373262327, inputs = [0.999693152097391, 0.9989698677538925, 0.9993132452131008, 0.9991987860308139], constraints = [-1.0]
iteration = 51 , objective = -0.0778380306469, inputs = [0.9998339594897754, 0.999442578285467, 0.9996283855675252, 0.9995664497775941], constraints = [-1.0]
iteration = 52 , objective = -0.0778896648594, inputs = [1.0003339594897753, 0.999442578285467, 0.9996283855675252, 0.9995664497775941], constraints = [-1.0]
iteration = 53 , objective = -0.612657032679, inputs = [0.9998339594897754, 0.999942578285467, 0.9996283855675252, 0.9995664497775941], constraints = [-1.0]
iteration = 54 , objective = -0.613745309574, inputs = [0.9998339594897754, 0.999442578285467, 1.0001283855675251, 0.9995664497775941], constraints = [-1.0]
iteration = 55 , objective = -0.590106079878, inputs = [0.9998339594897754, 0.999442578285467, 0.9996283855675252, 1.0000664497775942], constraints = [-1.0]
