iteration = 1 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [-0.91973753179722251, 2.0, 1.0, 2.0, 1.0, 0.0, 31215.771029066946, 27869.938522970733, 77693.81834956992, 1.0]
iteration = 292 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9860996335152993, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089439370414865, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 293 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.9730131094118298, 0.9725133719713903], constraints = [-0.41089535389442811, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 294 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9730133719713903], constraints = [-0.41089535389442811, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 295 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490554952, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 296 , objective = 0.000811636624803, inputs = [1.0151850616251532, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.52651393548387271, 2.0, -1.0, 2.0, -1.0, 0.0, 30711.931751646764, 0.0, 80397.408206815831, 1.0]
iteration = 297 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0198282808626824, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.6009610795558743, 1.0, -1.0, 1.0, -1.0, 0.0, 30693.998210839491, 0.0, 80397.270968499739, 1.0]
iteration = 298 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.9686881679848249, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.57832825529217213, 2.0, -1.0, 2.0, -1.0, 0.0, 30708.400912894122, 16528.686857057484, 80357.844827126668, 1.0]
iteration = 299 , objective = 0.000811775513692, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.922391849289767, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41085596313303302, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 300 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0005, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490554952, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 301 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0005, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490554952, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 302 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9860996335152993, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089439370414865, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 303 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.9730131094118298, 0.9725133719713903], constraints = [-0.41089535389442811, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 304 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9730133719713903], constraints = [-0.41089535389442811, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 305 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490554952, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 306 , objective = 0.000811636624803, inputs = [1.0151850616251532, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.52651393548387271, 2.0, -1.0, 2.0, -1.0, 0.0, 30711.931751646764, 0.0, 80397.408206815831, 1.0]
iteration = 307 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0198282808626824, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.6009610795558743, 1.0, -1.0, 1.0, -1.0, 0.0, 30693.998210839491, 0.0, 80397.270968499739, 1.0]
iteration = 308 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.9686881679848249, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.57832825529217213, 2.0, -1.0, 2.0, -1.0, 0.0, 30708.400912894122, 16528.686857057484, 80357.844827126668, 1.0]
iteration = 309 , objective = 0.000811775513692, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.922391849289767, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41085596313303302, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 310 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0005, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490554952, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 311 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0005, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490554952, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 312 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9860996335152993, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089439370414865, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 313 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.9730131094118298, 0.9725133719713903], constraints = [-0.41089535389442811, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 314 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492897665, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9730133719713903], constraints = [-0.41089535389442811, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 315 , objective = 0.000811559464322, inputs = [1.0146851239262915, 1.0193281870570268, 0.9681881682210273, 2.92161407155764, 1.0, 1.0, 0.9855996335149175, 0.972513109410298, 0.9725133719698583], constraints = [-0.70139831150079746, 2.0, 1.0, 2.0, 1.0, 0.0, 21359.852062691119, 24756.660744974881, 80357.842360023395, 1.0]
iteration = 316 , objective = 0.000811628908755, inputs = [1.014685067855267, 1.0193282714821168, 0.9681881680084452, 2.9218640715165543, 1.0, 1.0, 0.9855996335152613, 0.9725131094116769, 0.9725133719712371], constraints = [-0.52111254111534022, 2.0, -1.0, 2.0, -1.0, 0.0, 25891.474579961738, 14649.561755057031, 80357.844580416335, 1.0]
iteration = 317 , objective = 0.000811635853198, inputs = [1.0146850622481647, 1.019328279924626, 0.968188167987187, 2.921889071512446, 1.0, 1.0, 0.9855996335152957, 0.9725131094118147, 0.972513371971375], constraints = [-0.53845898286622074, 2.0, -1.0, 2.0, -1.0, 0.0, 26682.941747674227, 14675.120842856646, 80357.844802455642, 1.0]
iteration = 318 , objective = 0.000811636547642, inputs = [1.0146850616874543, 1.0193282807688768, 0.9681881679850612, 2.921891571512035, 1.0, 1.0, 0.9855996335152991, 0.9725131094118284, 0.9725133719713888], constraints = [-0.4203551412869117, -1.0, -1.0, -1.0, -1.0, 0.0, 25463.013522699537, 0.0, 37002.908723850152, 1.0]
iteration = 319 , objective = 0.000811636617087, inputs = [1.0146850616313834, 1.019328280853302, 0.9681881679848486, 2.9218918215119936, 1.0, 1.0, 0.9855996335152994, 0.9725131094118299, 0.9725133719713901], constraints = [-0.50801193118152743, 2.0, -1.0, 2.0, -1.0, 0.0, 26325.160988233969, 14781.316729011505, 80357.844826879955, 1.0]
iteration = 320 , objective = 0.000811636624031, inputs = [1.0146850616257763, 1.0193282808617443, 0.9681881679848273, 2.9218918465119903, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.50029779152502618, 2.0, -1.0, 2.0, -1.0, 0.0, 25284.980300901367, 16513.128566654854, 80357.844827101959, 1.0]
iteration = 321 , objective = 0.000811636624726, inputs = [1.0146850616252157, 1.0193282808625888, 0.9681881679848252, 2.921891849011989, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.47665859742435551, 2.0, -1.0, 2.0, -1.0, 0.0, 21339.183597228926, 14464.868325219089, 80357.844827124194, 1.0]
iteration = 322 , objective = 0.000811636624795, inputs = [1.0146850616251595, 1.0193282808626731, 0.968188167984825, 2.921891849261989, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.66855612979436563, 2.0, -1.0, 2.0, -1.0, 0.0, 26111.812245057379, 19481.562709796617, 80357.844827126391, 1.0]
iteration = 323 , objective = 0.000811636624802, inputs = [1.014685061625154, 1.0193282808626816, 0.968188167984825, 2.921891849286989, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.42928222200081639, 2.0, -1.0, 2.0, -1.0, 0.0, 14791.568628787425, 14421.02627548991, 80357.844827126624, 1.0]
iteration = 324 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9218918492894894, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490557073, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 325 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490556012, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 326 , objective = 0.000811636624803, inputs = [1.0151850616251532, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.52651393548388314, 2.0, -1.0, 2.0, -1.0, 0.0, 30711.931751646764, 0.0, 80397.408206815831, 1.0]
iteration = 327 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0198282808626824, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.60096107955588485, 1.0, -1.0, 1.0, -1.0, 0.0, 30693.998210839491, 0.0, 80397.270968499739, 1.0]
iteration = 328 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.9686881679848249, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.57832825529218279, 2.0, -1.0, 2.0, -1.0, 0.0, 30708.400912894122, 16528.686857057484, 80357.844827126668, 1.0]
iteration = 329 , objective = 0.000811775513692, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9223918492896286, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41085596313304351, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 330 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0005, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490556012, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 331 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0005, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490556012, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 332 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9860996335152993, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089439370415926, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 333 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.9730131094118298, 0.9725133719713903], constraints = [-0.41089535389443871, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 334 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9730133719713903], constraints = [-0.41089535389443871, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 335 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490556012, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 336 , objective = 0.000811636624803, inputs = [1.0151850616251532, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.52651393548388314, 2.0, -1.0, 2.0, -1.0, 0.0, 30711.931751646764, 0.0, 80397.408206815831, 1.0]
iteration = 337 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0198282808626824, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.60096107955588485, 1.0, -1.0, 1.0, -1.0, 0.0, 30693.998210839491, 0.0, 80397.270968499739, 1.0]
iteration = 338 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.9686881679848249, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.57832825529218279, 2.0, -1.0, 2.0, -1.0, 0.0, 30708.400912894122, 16528.686857057484, 80357.844827126668, 1.0]
iteration = 339 , objective = 0.000811775513692, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9223918492896286, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41085596313304351, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 340 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0005, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490556012, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 341 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0005, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490556012, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 342 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9860996335152993, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089439370415926, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 343 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.9730131094118298, 0.9725133719713903], constraints = [-0.41089535389443871, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 344 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9730133719713903], constraints = [-0.41089535389443871, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 345 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490556012, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 346 , objective = 0.000811636624803, inputs = [1.0151850616251532, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.52651393548388314, 2.0, -1.0, 2.0, -1.0, 0.0, 30711.931751646764, 0.0, 80397.408206815831, 1.0]
iteration = 347 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0198282808626824, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.60096107955588485, 1.0, -1.0, 1.0, -1.0, 0.0, 30693.998210839491, 0.0, 80397.270968499739, 1.0]
iteration = 348 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.9686881679848249, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.57832825529218279, 2.0, -1.0, 2.0, -1.0, 0.0, 30708.400912894122, 16528.686857057484, 80357.844827126668, 1.0]
iteration = 349 , objective = 0.000811775513692, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.9223918492896286, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41085596313304351, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 350 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0005, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490556012, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 351 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0005, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490556012, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 352 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9860996335152993, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089439370415926, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 353 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.9730131094118298, 0.9725133719713903], constraints = [-0.41089535389443871, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 354 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289628, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9730133719713903], constraints = [-0.41089535389443871, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 355 , objective = 0.000811250822397, inputs = [1.0146853731321772, 1.0193278118334046, 0.9681881691644153, 2.9205029606289963, 1.0, 1.0, 0.9855996335133901, 0.9725131094041699, 0.9725133719637302], constraints = [-0.71375620740902734, 2.0, 1.0, 2.0, 1.0, 0.0, 26512.871345566989, 28640.150406552955, 80357.832491627836, 1.0]
iteration = 356 , objective = 0.000811598044562, inputs = [1.0146850927758557, 1.0193282339597547, 0.968188168102784, 2.921752960423565, 1.0, 1.0, 0.9855996335151085, 0.9725131094110638, 0.9725133719706243], constraints = [-0.39896031107598506, 2.0, -1.0, 2.0, -1.0, 0.0, 14796.375475022043, 0.0, 80357.843593577782, 1.0]
iteration = 357 , objective = 0.000811632766779, inputs = [1.0146850647402235, 1.0193282761723896, 0.968188167996621, 2.9218779604030214, 1.0, 1.0, 0.9855996335152803, 0.9725131094117534, 0.9725133719713137], constraints = [-0.52337605033455048, 2.0, -1.0, 2.0, -1.0, 0.0, 26128.092986842006, 14475.195020422016, 80357.844703771756, 1.0]
iteration = 358 , objective = 0.000811636239, inputs = [1.0146850619366603, 1.0193282803936532, 0.9681881679860047, 2.9218904604009674, 1.0, 1.0, 0.9855996335152976, 0.9725131094118223, 0.9725133719713827], constraints = [-0.53741157572515041, 2.0, -1.0, 2.0, -1.0, 0.0, 26733.355800067904, 14716.487706739808, 80357.844814791169, 1.0]
iteration = 359 , objective = 0.000811636586222, inputs = [1.014685061656304, 1.0193282808157795, 0.9681881679849429, 2.9218917104007622, 1.0, 1.0, 0.9855996335152992, 0.9725131094118292, 0.9725133719713895], constraints = [-0.51742864106937514, 2.0, -1.0, 2.0, -1.0, 0.0, 14764.51154084852, 366.40970038186816, 80357.844825893102, 1.0]
iteration = 360 , objective = 0.000811636620945, inputs = [1.0146850616282683, 1.0193282808579922, 0.9681881679848368, 2.921891835400741, 1.0, 1.0, 0.9855996335152994, 0.9725131094118299, 0.9725133719713901], constraints = [-0.51612534347227979, 2.0, -1.0, 2.0, -1.0, 0.0, 26183.08707234004, 14703.179688150332, 80357.844827003297, 1.0]
iteration = 361 , objective = 0.000811636624417, inputs = [1.0146850616254648, 1.0193282808622135, 0.9681881679848262, 2.9218918479007394, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.40177817160440937, -1.0, -1.0, -1.0, -1.0, 0.0, 25456.884779084827, 0.0, 31624.362650248644, 1.0]
iteration = 362 , objective = 0.000811636624764, inputs = [1.0146850616251843, 1.0193282808626356, 0.9681881679848252, 2.921891849150739, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.63568448636913411, -1.0, -1.0, -1.0, -1.0, 0.0, 25460.813956322818, 0.0, 80357.844827125402, 1.0]
iteration = 363 , objective = 0.000811636624799, inputs = [1.0146850616251564, 1.0193282808626778, 0.968188167984825, 2.921891849275739, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.52579791735332893, 2.0, -1.0, 2.0, -1.0, 0.0, 26288.997379369634, 14661.639000863306, 80357.844827126522, 1.0]
iteration = 364 , objective = 0.000811636624802, inputs = [1.0146850616251535, 1.019328280862682, 0.968188167984825, 2.921891849288239, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41232939987482953, -1.0, -1.0, -1.0, -1.0, 0.0, 26283.637492571117, 0.0, 36919.313167202672, 1.0]
iteration = 365 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289489, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490557078, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 366 , objective = 0.000811636624803, inputs = [1.0151850616251532, 1.0193282808626825, 0.968188167984825, 2.921891849289489, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.52651393548389369, 2.0, -1.0, 2.0, -1.0, 0.0, 30711.931751646764, 0.0, 80397.408206815831, 1.0]
iteration = 367 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0198282808626824, 0.968188167984825, 2.921891849289489, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.60096107955589551, 1.0, -1.0, 1.0, -1.0, 0.0, 30693.998210839491, 0.0, 80397.270968499739, 1.0]
iteration = 368 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.9686881679848249, 2.921891849289489, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.57832825529219345, 2.0, -1.0, 2.0, -1.0, 0.0, 30708.400912894122, 16528.686857057484, 80357.844827126668, 1.0]
iteration = 369 , objective = 0.000811775513692, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.922391849289489, 1.0, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41085596313305417, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 370 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289489, 1.0005, 1.0, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490557078, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
iteration = 371 , objective = 0.000811636624803, inputs = [1.0146850616251533, 1.0193282808626825, 0.968188167984825, 2.921891849289489, 1.0, 1.0005, 0.9855996335152994, 0.97251310941183, 0.9725133719713903], constraints = [-0.41089407490557078, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.216171089611, 0.0, 80357.844827126668, 1.0]
